threshold_arp,threshold_bup,n_g1,r_g1,n_g2,r_g2,n_g3,r_g3,n_g4,r_g4,,
0.19,0.27,102,0.441176471,14,0.428571429,170,0.288235294,101,0.118811881,,
0.16,0.31,74,0.5,7,0.571428571,222,0.274774775,84,0.119047619,,
0.16,0.32,70,0.5,7,0.571428571,226,0.278761062,84,0.119047619,,
0.2,0.28,93,0.47311828,13,0.461538462,172,0.284883721,109,0.119266055,,
0.26,0.23,120,0.4,33,0.424242424,100,0.34,134,0.119402985,,
0.14,0.36,58,0.551724138,4,0.75,250,0.272,75,0.12,,
0.14,0.35,63,0.507936508,4,0.75,245,0.27755102,75,0.12,,
0.19,0.26,108,0.425925926,15,0.4,164,0.292682927,100,0.12,,
0.24,0.23,125,0.392,28,0.464285714,109,0.321100917,125,0.12,,
0.22,0.11,190,0.347368421,91,0.21978022,56,0.357142857,50,0.12,,
0.27,0.23,117,0.401709402,36,0.416666667,93,0.35483871,141,0.120567376,,
0.29,0.18,132,0.401515152,75,0.293333333,56,0.392857143,124,0.120967742,,
0.25,0.22,132,0.386363636,34,0.382352941,97,0.340206186,124,0.120967742,,
0.12,0.38,50,0.58,3,0.666666667,268,0.27238806,66,0.121212121,,
0.12,0.37,53,0.547169811,3,0.666666667,265,0.275471698,66,0.121212121,,
0.2,0.27,101,0.445544554,15,0.4,164,0.292682927,107,0.121495327,,
0.26,0.21,131,0.396946565,44,0.340909091,89,0.337078652,123,0.12195122,,
0.29,0.13,143,0.384615385,117,0.230769231,45,0.444444444,82,0.12195122,,
0.25,0.24,115,0.4,27,0.444444444,114,0.333333333,131,0.122137405,,
0.28,0.21,125,0.4,50,0.34,73,0.383561644,139,0.122302158,,
0.23,0.1,186,0.349462366,98,0.214285714,54,0.37037037,49,0.12244898,,
0.2,0.26,107,0.429906542,16,0.375,158,0.297468354,106,0.122641509,,
0.21,0.25,114,0.412280702,22,0.409090909,137,0.306569343,114,0.122807018,,
0.22,0.23,126,0.396825397,27,0.444444444,120,0.3,114,0.122807018,,
0.23,0.22,133,0.383458647,33,0.393939394,107,0.317757009,114,0.122807018,,
0.27,0.21,128,0.3984375,47,0.340425532,82,0.353658537,130,0.123076923,,
0.29,0.11,147,0.387755102,134,0.21641791,41,0.43902439,65,0.123076923,,
0.28,0.24,107,0.401869159,35,0.428571429,91,0.384615385,154,0.123376623,,
0.15,0.36,57,0.561403509,5,0.6,244,0.274590164,81,0.12345679,,
0.15,0.35,62,0.516129032,5,0.6,239,0.280334728,81,0.12345679,,
0.19,0.3,82,0.487804878,10,0.5,190,0.284210526,105,0.123809524,,
0.23,0.24,116,0.396551724,26,0.461538462,124,0.314516129,121,0.123966942,,
0.26,0.22,128,0.390625,38,0.368421053,92,0.347826087,129,0.124031008,,
0.28,0.22,122,0.393442623,44,0.363636364,76,0.394736842,145,0.124137931,,
0.1,0.38,50,0.58,3,0.666666667,278,0.26618705,56,0.125,,
0.1,0.37,53,0.547169811,3,0.666666667,275,0.269090909,56,0.125,,
0.19,0.29,89,0.483146067,11,0.454545455,183,0.278688525,104,0.125,,
0.26,0.24,111,0.405405405,31,0.419354839,109,0.339449541,136,0.125,,
0.29,0.17,132,0.401515152,87,0.264367816,56,0.392857143,112,0.125,,
0.27,0.22,125,0.392,41,0.365853659,85,0.364705882,136,0.125,,
0.24,0.22,133,0.383458647,33,0.393939394,101,0.326732673,120,0.125,,
0.26,0.2,136,0.382352941,47,0.319148936,84,0.357142857,120,0.125,,
0.27,0.24,108,0.407407407,34,0.411764706,102,0.352941176,143,0.125874126,,
0.24,0.24,116,0.396551724,26,0.461538462,118,0.322033898,127,0.125984252,,
0.25,0.21,136,0.397058824,39,0.333333333,93,0.322580645,119,0.12605042,,
0.2,0.3,81,0.49382716,11,0.454545455,184,0.288043478,111,0.126126126,,
0.29,0.16,137,0.386861314,96,0.25,51,0.431372549,103,0.126213592,,
0.17,0.38,49,0.591836735,4,0.5,239,0.288702929,95,0.126315789,,
0.17,0.37,52,0.557692308,4,0.5,236,0.292372881,95,0.126315789,,
0.18,0.3,82,0.487804878,10,0.5,200,0.275,95,0.126315789,,
0.13,0.36,58,0.551724138,4,0.75,254,0.267716535,71,0.126760563,,
0.13,0.35,63,0.507936508,4,0.75,249,0.273092369,71,0.126760563,,
0.27,0.2,132,0.386363636,51,0.31372549,78,0.371794872,126,0.126984127,,
0.2,0.29,88,0.488636364,12,0.416666667,177,0.282485876,110,0.127272727,,
0.18,0.29,89,0.483146067,11,0.454545455,193,0.269430052,94,0.127659574,,
0.18,0.28,95,0.473684211,11,0.454545455,187,0.267379679,94,0.127659574,,
0.22,0.1,190,0.347368421,94,0.212765957,56,0.357142857,47,0.127659574,,
0.28,0.2,127,0.393700787,56,0.303571429,71,0.394366197,133,0.127819549,,
0.16,0.36,57,0.561403509,5,0.6,239,0.276150628,86,0.127906977,,
0.16,0.35,62,0.516129032,5,0.6,234,0.282051282,86,0.127906977,,
0.19,0.34,66,0.515151515,6,0.666666667,206,0.291262136,109,0.128440367,,
0.19,0.33,69,0.492753623,6,0.666666667,203,0.295566502,109,0.128440367,,
0.23,0.21,137,0.394160584,38,0.342105263,103,0.300970874,109,0.128440367,,
0.22,0.22,134,0.388059701,32,0.375,112,0.303571429,109,0.128440367,,
0.3,0.15,131,0.404580153,109,0.247706422,46,0.413043478,101,0.128712871,,
0.29,0.1,147,0.387755102,137,0.211678832,41,0.43902439,62,0.129032258,,
0.22,0.24,117,0.401709402,25,0.44,129,0.302325581,116,0.129310345,,
0.25,0.2,141,0.382978723,42,0.30952381,88,0.340909091,116,0.129310345,,
0.19,0.32,70,0.5,7,0.571428571,202,0.292079208,108,0.12962963,,
0.2,0.34,65,0.523076923,7,0.571428571,200,0.295,115,0.130434783,,
0.2,0.33,68,0.5,7,0.571428571,197,0.299492386,115,0.130434783,,
0.18,0.27,103,0.446601942,13,0.384615385,179,0.273743017,92,0.130434783,,
0.24,0.21,137,0.394160584,38,0.342105263,97,0.309278351,115,0.130434783,,
0.19,0.31,73,0.506849315,8,0.5,199,0.286432161,107,0.130841121,,
0.31,0.15,127,0.409448819,113,0.247787611,40,0.45,107,0.130841121,,
0.11,0.38,50,0.58,3,0.666666667,273,0.267399267,61,0.131147541,,
0.11,0.37,53,0.547169811,3,0.666666667,270,0.27037037,61,0.131147541,,
0.21,0.28,92,0.467391304,14,0.5,159,0.289308176,122,0.131147541,,
0.18,0.34,66,0.515151515,6,0.666666667,216,0.282407407,99,0.131313131,,
0.18,0.33,69,0.492753623,6,0.666666667,213,0.286384977,99,0.131313131,,
0.14,0.38,50,0.58,3,0.666666667,258,0.275193798,76,0.131578947,,
0.14,0.37,53,0.547169811,3,0.666666667,255,0.278431373,76,0.131578947,,
0.2,0.32,69,0.507246377,8,0.5,196,0.295918367,114,0.131578947,,
0.29,0.12,145,0.393103448,123,0.219512195,43,0.418604651,76,0.131578947,,
0.3,0.18,126,0.412698413,81,0.283950617,51,0.392156863,129,0.131782946,,
0.18,0.26,109,0.431192661,14,0.357142857,173,0.277456647,91,0.131868132,,
0.29,0.23,113,0.407079646,40,0.4,75,0.386666667,159,0.132075472,,
0.22,0.21,140,0.392857143,35,0.342857143,106,0.29245283,106,0.132075472,,
0.23,0.2,142,0.38028169,41,0.317073171,98,0.316326531,106,0.132075472,,
0.31,0.18,123,0.414634146,84,0.285714286,44,0.431818182,136,0.132352941,,
0.18,0.32,70,0.5,7,0.571428571,212,0.283018868,98,0.132653061,,
0.2,0.31,72,0.513888889,9,0.444444444,193,0.29015544,113,0.132743363,,
0.29,0.19,130,0.407692308,71,0.281690141,58,0.379310345,128,0.1328125,,
0.21,0.27,100,0.44,16,0.4375,151,0.298013245,120,0.133333333,,
0.28,0.25,104,0.413461538,32,0.40625,94,0.372340426,157,0.133757962,,
0.24,0.2,142,0.38028169,41,0.317073171,92,0.326086957,112,0.133928571,,
0.18,0.31,73,0.506849315,8,0.5,209,0.277511962,97,0.134020619,,
0.15,0.38,49,0.591836735,4,0.5,252,0.277777778,82,0.134146341,,
0.15,0.37,52,0.557692308,4,0.5,249,0.281124498,82,0.134146341,,
0.12,0.39,48,0.583333333,2,0.5,270,0.274074074,67,0.134328358,,
0.12,0.4,42,0.571428571,2,0.5,276,0.282608696,67,0.134328358,,
0.21,0.26,106,0.424528302,17,0.411764706,145,0.303448276,119,0.134453782,,
0.25,0.25,111,0.414414414,25,0.4,118,0.322033898,133,0.135338346,,
0.17,0.39,47,0.595744681,3,0.333333333,241,0.290456432,96,0.135416667,,
0.17,0.4,41,0.585365854,3,0.333333333,247,0.299595142,96,0.135416667,,
0.3,0.14,133,0.406015038,114,0.236842105,44,0.409090909,96,0.135416667,,
0.22,0.2,145,0.379310345,38,0.315789474,101,0.306930693,103,0.13592233,,
0.19,0.36,57,0.561403509,5,0.6,215,0.288372093,110,0.136363636,,
0.19,0.35,62,0.516129032,5,0.6,210,0.295238095,110,0.136363636,,
0.29,0.24,104,0.413461538,38,0.394736842,84,0.380952381,161,0.136645963,,
0.2,0.36,57,0.561403509,5,0.6,208,0.293269231,117,0.136752137,,
0.3,0.17,126,0.412698413,93,0.258064516,51,0.392156863,117,0.136752137,,
0.27,0.25,105,0.419047619,31,0.387096774,105,0.342857143,146,0.136986301,,
0.29,0.21,122,0.409836066,53,0.320754717,66,0.378787879,146,0.136986301,,
0.21,0.3,80,0.4875,12,0.5,171,0.292397661,124,0.137096774,,
0.31,0.17,123,0.414634146,96,0.260416667,44,0.431818182,124,0.137096774,,
0.31,0.14,129,0.410852713,118,0.237288136,38,0.447368421,102,0.137254902,,
0.32,0.15,119,0.420168067,121,0.247933884,38,0.447368421,109,0.137614679,,
0.32,0.18,115,0.426086957,92,0.282608696,42,0.428571429,138,0.137681159,,
0.26,0.25,107,0.420560748,29,0.379310345,113,0.327433628,138,0.137681159,,
0.16,0.38,49,0.591836735,4,0.5,247,0.279352227,87,0.137931034,,
0.16,0.37,52,0.557692308,4,0.5,244,0.282786885,87,0.137931034,,
0.2,0.35,61,0.524590164,6,0.5,204,0.299019608,116,0.137931034,,
0.29,0.22,119,0.403361345,47,0.340425532,69,0.391304348,152,0.138157895,,
0.21,0.29,87,0.482758621,13,0.461538462,164,0.286585366,123,0.138211382,,
0.23,0.25,112,0.410714286,24,0.416666667,128,0.3046875,123,0.138211382,,
0.28,0.28,83,0.469879518,23,0.47826087,115,0.339130435,166,0.138554217,,
0.3,0.23,109,0.412844037,44,0.386363636,68,0.397058824,166,0.138554217,,
0.31,0.23,106,0.41509434,47,0.382978723,61,0.426229508,173,0.138728324,,
0.13,0.38,50,0.58,3,0.666666667,262,0.270992366,72,0.138888889,,
0.13,0.37,53,0.547169811,3,0.666666667,259,0.274131274,72,0.138888889,,
0.24,0.25,112,0.410714286,24,0.416666667,122,0.31147541,129,0.139534884,,
0.33,0.18,110,0.445454545,97,0.268041237,37,0.459459459,143,0.13986014,,
0.18,0.36,57,0.561403509,5,0.6,225,0.28,100,0.14,,
0.18,0.35,62,0.516129032,5,0.6,220,0.286363636,100,0.14,,
0.3,0.16,130,0.4,103,0.242718447,47,0.425531915,107,0.140186916,,
0.28,0.27,91,0.43956044,25,0.44,107,0.355140187,164,0.140243902,,
0.1,0.39,48,0.583333333,2,0.5,280,0.267857143,57,0.140350877,,
0.1,0.4,42,0.571428571,2,0.5,286,0.276223776,57,0.140350877,,
0.33,0.15,114,0.438596491,126,0.238095238,33,0.484848485,114,0.140350877,,
0.21,0.34,64,0.515625,8,0.625,187,0.299465241,128,0.140625,,
0.21,0.33,67,0.492537313,8,0.625,184,0.304347826,128,0.140625,,
0.25,0.28,90,0.466666667,16,0.5,139,0.302158273,142,0.14084507,,
0.28,0.26,97,0.422680412,26,0.423076923,101,0.366336634,163,0.141104294,,
0.28,0.3,73,0.479452055,19,0.526315789,125,0.344,170,0.141176471,,
0.3,0.13,135,0.4,125,0.224,42,0.428571429,85,0.141176471,,
0.17,0.65,3,1,0,,285,0.333333333,99,0.141414141,,
0.17,0.66,3,1,0,,285,0.333333333,99,0.141414141,,
0.17,0.67,3,1,0,,285,0.333333333,99,0.141414141,,
0.17,0.68,1,1,0,,287,0.337979094,99,0.141414141,,
0.17,0.69,1,1,0,,287,0.337979094,99,0.141414141,,
0.17,0.7,1,1,0,,287,0.337979094,99,0.141414141,,
0.17,0.61,4,0.75,0,,284,0.334507042,99,0.141414141,,
0.17,0.62,4,0.75,0,,284,0.334507042,99,0.141414141,,
0.17,0.63,4,0.75,0,,284,0.334507042,99,0.141414141,,
0.17,0.64,4,0.75,0,,284,0.334507042,99,0.141414141,,
0.17,0.52,10,0.6,0,,278,0.330935252,99,0.141414141,,
0.17,0.56,5,0.6,0,,283,0.335689046,99,0.141414141,,
0.17,0.57,5,0.6,0,,283,0.335689046,99,0.141414141,,
0.17,0.58,5,0.6,0,,283,0.335689046,99,0.141414141,,
0.17,0.59,5,0.6,0,,283,0.335689046,99,0.141414141,,
0.17,0.6,5,0.6,0,,283,0.335689046,99,0.141414141,,
0.17,0.5,16,0.5625,0,,272,0.327205882,99,0.141414141,,
0.17,0.53,9,0.555555556,0,,279,0.333333333,99,0.141414141,,
0.17,0.51,11,0.545454545,0,,277,0.332129964,99,0.141414141,,
0.17,0.54,8,0.5,0,,280,0.335714286,99,0.141414141,,
0.17,0.55,8,0.5,0,,280,0.335714286,99,0.141414141,,
0.17,0.71,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.72,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.73,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.74,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.75,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.76,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.77,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.78,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.79,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.8,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.81,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.82,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.83,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.84,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.85,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.86,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.87,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.88,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.89,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.9,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.91,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.92,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.93,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.94,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.95,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.96,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.97,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.98,0,,0,,288,0.340277778,99,0.141414141,,
0.17,0.99,0,,0,,288,0.340277778,99,0.141414141,,
0.31,0.16,126,0.404761905,107,0.242990654,41,0.463414634,113,0.14159292,,
0.21,0.32,68,0.5,9,0.555555556,183,0.300546448,127,0.141732283,,
0.27,0.28,84,0.476190476,22,0.454545455,126,0.317460317,155,0.141935484,,
0.17,0.45,22,0.590909091,1,0,266,0.319548872,98,0.142857143,,
0.17,0.46,22,0.590909091,1,0,266,0.319548872,98,0.142857143,,
0.14,0.39,48,0.583333333,2,0.5,260,0.276923077,77,0.142857143,,
0.17,0.42,33,0.575757576,1,0,255,0.309803922,98,0.142857143,,
0.14,0.4,42,0.571428571,2,0.5,266,0.285714286,77,0.142857143,,
0.17,0.43,30,0.566666667,1,0,258,0.313953488,98,0.142857143,,
0.17,0.41,39,0.564102564,1,0,249,0.305220884,98,0.142857143,,
0.17,0.47,20,0.55,1,0,268,0.324626866,98,0.142857143,,
0.17,0.48,20,0.55,1,0,268,0.324626866,98,0.142857143,,
0.17,0.44,26,0.538461538,1,0,262,0.320610687,98,0.142857143,,
0.17,0.49,17,0.529411765,1,0,271,0.328413284,98,0.142857143,,
0.21,0.31,71,0.507042254,10,0.5,180,0.294444444,126,0.142857143,,
0.28,0.29,79,0.481012658,21,0.476190476,119,0.336134454,168,0.142857143,,
0.26,0.28,86,0.476744186,20,0.45,134,0.305970149,147,0.142857143,,
0.25,0.27,98,0.43877551,18,0.444444444,131,0.312977099,140,0.142857143,,
0.32,0.17,115,0.426086957,104,0.259615385,42,0.428571429,126,0.142857143,,
0.31,0.19,121,0.421487603,80,0.275,46,0.413043478,140,0.142857143,,
0.3,0.24,100,0.42,42,0.380952381,77,0.38961039,168,0.142857143,,
0.3,0.19,124,0.419354839,77,0.272727273,53,0.377358491,133,0.142857143,,
0.29,0.2,124,0.403225806,59,0.288135593,64,0.390625,140,0.142857143,,
0.27,0.27,92,0.445652174,24,0.416666667,118,0.330508475,153,0.14379085,,
0.25,0.26,104,0.423076923,19,0.421052632,125,0.32,139,0.143884892,,
0.23,0.28,91,0.461538462,15,0.533333333,149,0.288590604,132,0.143939394,,
0.2,0.38,49,0.591836735,4,0.5,216,0.296296296,118,0.144067797,,
0.2,0.37,52,0.557692308,4,0.5,213,0.300469484,118,0.144067797,,
0.22,0.25,113,0.415929204,23,0.391304348,133,0.293233083,118,0.144067797,,
0.19,0.38,49,0.591836735,4,0.5,223,0.291479821,111,0.144144144,,
0.19,0.37,52,0.557692308,4,0.5,220,0.295454545,111,0.144144144,,
0.32,0.14,121,0.421487603,126,0.238095238,36,0.444444444,104,0.144230769,,
0.31,0.13,130,0.407692308,130,0.223076923,37,0.459459459,90,0.144444444,,
0.15,0.39,47,0.595744681,3,0.333333333,254,0.279527559,83,0.144578313,,
0.15,0.4,41,0.585365854,3,0.333333333,260,0.288461538,83,0.144578313,,
0.27,0.3,74,0.486486486,18,0.5,136,0.323529412,159,0.144654088,,
0.27,0.26,98,0.428571429,25,0.4,112,0.339285714,152,0.144736842,,
0.26,0.27,94,0.446808511,22,0.409090909,126,0.317460317,145,0.144827586,,
0.12,0.65,3,1,0,,315,0.314285714,69,0.144927536,,
0.12,0.66,3,1,0,,315,0.314285714,69,0.144927536,,
0.12,0.67,3,1,0,,315,0.314285714,69,0.144927536,,
0.12,0.68,1,1,0,,317,0.318611987,69,0.144927536,,
0.12,0.69,1,1,0,,317,0.318611987,69,0.144927536,,
0.12,0.7,1,1,0,,317,0.318611987,69,0.144927536,,
0.12,0.61,4,0.75,0,,314,0.315286624,69,0.144927536,,
0.12,0.62,4,0.75,0,,314,0.315286624,69,0.144927536,,
0.12,0.63,4,0.75,0,,314,0.315286624,69,0.144927536,,
0.12,0.64,4,0.75,0,,314,0.315286624,69,0.144927536,,
0.12,0.52,10,0.6,0,,308,0.311688312,69,0.144927536,,
0.12,0.56,5,0.6,0,,313,0.31629393,69,0.144927536,,
0.12,0.57,5,0.6,0,,313,0.31629393,69,0.144927536,,
0.12,0.58,5,0.6,0,,313,0.31629393,69,0.144927536,,
0.12,0.59,5,0.6,0,,313,0.31629393,69,0.144927536,,
0.12,0.6,5,0.6,0,,313,0.31629393,69,0.144927536,,
0.12,0.5,16,0.5625,0,,302,0.30794702,69,0.144927536,,
0.12,0.53,9,0.555555556,0,,309,0.313915858,69,0.144927536,,
0.12,0.51,11,0.545454545,0,,307,0.312703583,69,0.144927536,,
0.12,0.54,8,0.5,0,,310,0.316129032,69,0.144927536,,
0.12,0.55,8,0.5,0,,310,0.316129032,69,0.144927536,,
0.24,0.28,91,0.461538462,15,0.533333333,143,0.293706294,138,0.144927536,,
0.12,0.71,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.72,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.73,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.74,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.75,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.76,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.77,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.78,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.79,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.8,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.81,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.82,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.83,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.84,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.85,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.86,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.87,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.88,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.89,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.9,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.91,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.92,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.93,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.94,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.95,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.96,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.97,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.98,0,,0,,318,0.320754717,69,0.144927536,,
0.12,0.99,0,,0,,318,0.320754717,69,0.144927536,,
0.33,0.17,110,0.445454545,109,0.247706422,37,0.459459459,131,0.145038168,,
0.11,0.39,48,0.583333333,2,0.5,275,0.269090909,62,0.14516129,,
0.11,0.4,42,0.571428571,2,0.5,281,0.277580071,62,0.14516129,,
0.31,0.22,111,0.414414414,55,0.327272727,56,0.428571429,165,0.145454545,,
0.31,0.21,113,0.424778761,62,0.306451613,54,0.407407407,158,0.14556962,,
0.3,0.22,114,0.412280702,52,0.326923077,63,0.396825397,158,0.14556962,,
0.26,0.3,76,0.486842105,16,0.5,144,0.3125,151,0.145695364,,
0.3,0.21,116,0.422413793,59,0.305084746,61,0.37704918,151,0.145695364,,
0.25,0.3,78,0.487179487,14,0.5,151,0.304635762,144,0.145833333,,
0.26,0.26,100,0.43,23,0.391304348,120,0.325,144,0.145833333,,
0.21,0.36,56,0.553571429,6,0.666666667,195,0.297435897,130,0.146153846,,
0.23,0.27,99,0.434343434,17,0.470588235,141,0.29787234,130,0.146153846,,
0.29,0.25,101,0.425742574,35,0.371428571,87,0.367816092,164,0.146341463,,
0.27,0.29,80,0.4875,20,0.45,130,0.315384615,157,0.146496815,,
0.33,0.14,116,0.439655172,131,0.229007634,31,0.483870968,109,0.146788991,,
0.25,0.29,85,0.482352941,15,0.466666667,144,0.298611111,143,0.146853147,,
0.32,0.19,114,0.429824561,87,0.275862069,43,0.418604651,143,0.146853147,,
0.28,0.34,60,0.5,12,0.666666667,138,0.347826087,177,0.146892655,,
0.28,0.33,63,0.476190476,12,0.666666667,135,0.355555556,177,0.146892655,,
0.12,0.45,22,0.590909091,1,0,296,0.300675676,68,0.147058824,,
0.12,0.46,22,0.590909091,1,0,296,0.300675676,68,0.147058824,,
0.12,0.42,33,0.575757576,1,0,285,0.29122807,68,0.147058824,,
0.12,0.43,30,0.566666667,1,0,288,0.295138889,68,0.147058824,,
0.12,0.41,39,0.564102564,1,0,279,0.286738351,68,0.147058824,,
0.12,0.47,20,0.55,1,0,298,0.305369128,68,0.147058824,,
0.12,0.48,20,0.55,1,0,298,0.305369128,68,0.147058824,,
0.12,0.44,26,0.538461538,1,0,292,0.301369863,68,0.147058824,,
0.12,0.49,17,0.529411765,1,0,301,0.3089701,68,0.147058824,,
0.24,0.27,99,0.434343434,17,0.470588235,135,0.303703704,136,0.147058824,,
0.21,0.35,60,0.516666667,7,0.571428571,191,0.303664921,129,0.147286822,,
0.23,0.26,105,0.419047619,18,0.444444444,135,0.303703704,129,0.147286822,,
0.25,0.34,63,0.507936508,9,0.666666667,166,0.313253012,149,0.147651007,,
0.26,0.29,82,0.487804878,18,0.444444444,138,0.304347826,149,0.147651007,,
0.25,0.33,66,0.484848485,9,0.666666667,163,0.319018405,149,0.147651007,,
0.16,0.39,47,0.595744681,3,0.333333333,249,0.281124498,88,0.147727273,,
0.16,0.4,41,0.585365854,3,0.333333333,255,0.290196078,88,0.147727273,,
0.28,0.32,64,0.484375,13,0.615384615,134,0.350746269,176,0.147727273,,
0.29,0.28,83,0.469879518,23,0.47826087,105,0.342857143,176,0.147727273,,
0.31,0.24,98,0.428571429,44,0.363636364,69,0.405797101,176,0.147727273,,
0.32,0.16,118,0.415254237,115,0.243478261,39,0.461538462,115,0.147826087,,
0.24,0.26,105,0.419047619,18,0.444444444,129,0.310077519,135,0.148148148,,
0.18,0.38,49,0.591836735,4,0.5,233,0.283261803,101,0.148514851,,
0.18,0.37,52,0.557692308,4,0.5,230,0.286956522,101,0.148514851,,
0.25,0.32,67,0.492537313,10,0.6,162,0.314814815,148,0.148648649,,
0.33,0.19,109,0.449541284,92,0.260869565,38,0.447368421,148,0.148648649,,
0.32,0.21,106,0.433962264,69,0.304347826,51,0.411764706,161,0.149068323,,
0.23,0.3,79,0.481012658,13,0.538461538,161,0.291925466,134,0.149253731,,
0.3,0.11,138,0.405797101,143,0.20979021,39,0.41025641,67,0.149253731,,
0.28,0.31,66,0.5,15,0.533333333,132,0.340909091,174,0.149425287,,
0.22,0.28,92,0.467391304,14,0.5,154,0.279220779,127,0.149606299,,
0.24,0.3,79,0.481012658,13,0.538461538,155,0.296774194,140,0.15,,
0.29,0.3,73,0.479452055,19,0.526315789,115,0.347826087,180,0.15,,
0.33,0.16,113,0.433628319,120,0.233333333,34,0.5,120,0.15,,
0.29,0.27,90,0.444444444,26,0.423076923,98,0.357142857,173,0.150289017,,
0.36,0.18,89,0.471910112,118,0.279661017,27,0.518518519,153,0.150326797,,
0.23,0.29,86,0.476744186,14,0.5,154,0.285714286,133,0.15037594,,
